[2025-06-04 06:04:13] [INFO    ] discord.client: logging in using static token
[2025-06-04 06:08:53] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:08:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 38, 'op': 0, 'd': {'id': '1379778933834125383', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:53] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:08:53] [DEBUG   ] discord.client: Dispatching event message_delete
[2025-06-04 06:08:53] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061034266431551 with None has returned 429
[2025-06-04 06:08:53] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:08:53] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061034266431551 responded with 429. Retrying in 0.82 seconds.
[2025-06-04 06:08:53] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:08:53] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1379778933834125383 with None has returned 204
[2025-06-04 06:08:53] [DEBUG   ] discord.http: A rate limit bucket (3df15bae86f6647dd4dfcbd5c6949480) has been exhausted. Pre-emptively rate limiting...
[2025-06-04 06:08:53] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1379778933834125383 has received 
[2025-06-04 06:08:54] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:08:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 39, 'op': 0, 'd': {'id': '1250061034266431551', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:54] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:08:54] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061034266431551 with None has returned 204
[2025-06-04 06:08:54] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061034266431551 has received 
[2025-06-04 06:08:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 40, 'op': 0, 'd': {'id': '1250061031838056488', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:58] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:08:58] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061031838056488 with None has returned 204
[2025-06-04 06:08:58] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:08:58] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061031838056488 has received 
[2025-06-04 06:08:58] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1250061034266431551 with None has returned 404
[2025-06-04 06:08:58] [DEBUG   ] discord.client: Dispatching event command_error
[2025-06-04 06:08:58] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command purge
Traceback (most recent call last):
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/ext/commands/core.py", line 235, in wrapped
    ret = await coro(*args, **kwargs)
  File "/home/gavin/Bot/main.py", line 240, in purge
    deleted = await ctx.channel.purge(limit=amount + 1)  # +1 to include the purge command message itself
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/channel.py", line 679, in purge
    return await discord.abc._purge_helper(
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/abc.py", line 174, in _purge_helper
    await ret[-1].delete()
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/message.py", line 1304, in delete
    await self._state.http.delete_message(self.channel.id, self.id)
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/http.py", line 758, in request
    raise NotFound(response, data)
discord.errors.NotFound: 404 Not Found (error code: 10008): Unknown Message

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/ext/commands/bot.py", line 1366, in invoke
    await ctx.command.invoke(ctx)
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/ext/commands/core.py", line 1029, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
  File "/home/gavin/.local/lib/python3.10/site-packages/discord/ext/commands/core.py", line 244, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: NotFound: 404 Not Found (error code: 10008): Unknown Message
[2025-06-04 06:08:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 41, 'op': 0, 'd': {'id': '1249387337960656896', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:58] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:08:58] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1249387337960656896 with None has returned 204
[2025-06-04 06:08:58] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1249387337960656896 has received 
[2025-06-04 06:08:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 42, 'op': 0, 'd': {'id': '1249387274215493693', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:59] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1249387274215493693 with None has returned 204
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1249387274215493693 has received 
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1242461523184586813 with None has returned 429
[2025-06-04 06:08:59] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1242461523184586813 received a 429 despite having 16 remaining requests. This is a sub-ratelimit.
[2025-06-04 06:08:59] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1242461523184586813 responded with 429. Retrying in 0.30 seconds.
[2025-06-04 06:08:59] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:08:59] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:08:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 43, 'op': 0, 'd': {'id': '1242461523184586813', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:59] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1242461523184586813 with None has returned 204
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1242461523184586813 has received 
[2025-06-04 06:08:59] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238475786860888191 with None has returned 429
[2025-06-04 06:08:59] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238475786860888191 responded with 429. Retrying in 0.62 seconds.
[2025-06-04 06:08:59] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
[2025-06-04 06:09:00] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 44, 'op': 0, 'd': {'id': '1238475786860888191', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:00] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:00] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238475786860888191 with None has returned 204
[2025-06-04 06:09:00] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:09:00] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238475786860888191 has received 
[2025-06-04 06:09:00] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238474131239080026 with None has returned 429
[2025-06-04 06:09:00] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:09:00] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238474131239080026 responded with 429. Retrying in 0.54 seconds.
[2025-06-04 06:09:00] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:09:01] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 45, 'op': 0, 'd': {'id': '1238474131239080026', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:01] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:01] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238474131239080026 with None has returned 204
[2025-06-04 06:09:01] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1238474131239080026 has received 
[2025-06-04 06:09:01] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664340130594938 with None has returned 429
[2025-06-04 06:09:01] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664340130594938 responded with 429. Retrying in 0.55 seconds.
[2025-06-04 06:09:01] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
[2025-06-04 06:09:02] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 46, 'op': 0, 'd': {'id': '1231664340130594938', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:02] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:02] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664340130594938 with None has returned 204
[2025-06-04 06:09:02] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:09:02] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664340130594938 has received 
[2025-06-04 06:09:02] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664338662723664 with None has returned 429
[2025-06-04 06:09:02] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:09:02] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664338662723664 responded with 429. Retrying in 0.68 seconds.
[2025-06-04 06:09:02] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:09:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 46.
[2025-06-04 06:09:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-04 06:09:03] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 47, 'op': 0, 'd': {'id': '1231664338662723664', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:03] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:03] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664338662723664 with None has returned 204
[2025-06-04 06:09:03] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1231664338662723664 has received 
[2025-06-04 06:09:03] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225396218423677013 with None has returned 429
[2025-06-04 06:09:03] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225396218423677013 responded with 429. Retrying in 0.68 seconds.
[2025-06-04 06:09:03] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
[2025-06-04 06:09:04] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 48, 'op': 0, 'd': {'id': '1225396218423677013', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:04] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:04] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225396218423677013 with None has returned 204
[2025-06-04 06:09:04] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:09:04] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225396218423677013 has received 
[2025-06-04 06:09:04] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225195678288842904 with None has returned 429
[2025-06-04 06:09:04] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:09:04] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225195678288842904 responded with 429. Retrying in 0.63 seconds.
[2025-06-04 06:09:04] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:09:05] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 49, 'op': 0, 'd': {'id': '1225195678288842904', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:05] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:05] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225195678288842904 with None has returned 204
[2025-06-04 06:09:05] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1225195678288842904 has received 
[2025-06-04 06:09:05] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894115959803904 with None has returned 429
[2025-06-04 06:09:05] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894115959803904 responded with 429. Retrying in 0.47 seconds.
[2025-06-04 06:09:05] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
[2025-06-04 06:09:06] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 50, 'op': 0, 'd': {'id': '1224894115959803904', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:06] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894115959803904 with None has returned 204
[2025-06-04 06:09:06] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:09:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894115959803904 has received 
[2025-06-04 06:09:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894114818953267 with None has returned 429
[2025-06-04 06:09:06] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:09:06] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894114818953267 responded with 429. Retrying in 0.76 seconds.
[2025-06-04 06:09:06] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:09:07] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 51, 'op': 0, 'd': {'id': '1224894114818953267', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:07] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:07] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894114818953267 with None has returned 204
[2025-06-04 06:09:07] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894114818953267 has received 
[2025-06-04 06:09:07] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894102588362752 with None has returned 429
[2025-06-04 06:09:07] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894102588362752 responded with 429. Retrying in 0.53 seconds.
[2025-06-04 06:09:07] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
[2025-06-04 06:09:08] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 52, 'op': 0, 'd': {'id': '1224894102588362752', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:08] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:08] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894102588362752 with None has returned 204
[2025-06-04 06:09:08] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:09:08] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894102588362752 has received 
[2025-06-04 06:09:08] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894101564948541 with None has returned 429
[2025-06-04 06:09:08] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:09:08] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894101564948541 responded with 429. Retrying in 0.73 seconds.
[2025-06-04 06:09:08] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:09:09] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 53, 'op': 0, 'd': {'id': '1224894101564948541', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:09] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:09] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894101564948541 with None has returned 204
[2025-06-04 06:09:09] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894101564948541 has received 
[2025-06-04 06:09:09] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894059827433673 with None has returned 429
[2025-06-04 06:09:09] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894059827433673 responded with 429. Retrying in 0.51 seconds.
[2025-06-04 06:09:09] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
[2025-06-04 06:09:10] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 54, 'op': 0, 'd': {'id': '1224894059827433673', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:10] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:10] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894059827433673 with None has returned 204
[2025-06-04 06:09:10] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: 3df15bae86f6647dd4dfcbd5c6949480 -> b5e35274c6fd5cfec77fe9bfaf059ad6.
[2025-06-04 06:09:10] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894059827433673 has received 
[2025-06-04 06:09:10] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894058007101601 with None has returned 429
[2025-06-04 06:09:10] [DEBUG   ] discord.http: A route (DELETE /channels/{channel_id}/messages/{message_id}:older-than-two-weeks) has changed hashes: b5e35274c6fd5cfec77fe9bfaf059ad6 -> 3df15bae86f6647dd4dfcbd5c6949480.
[2025-06-04 06:09:10] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894058007101601 responded with 429. Retrying in 0.74 seconds.
[2025-06-04 06:09:10] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash b5e35274c6fd5cfec77fe9bfaf059ad6 with '1212210181505814640' major parameters
[2025-06-04 06:09:11] [DEBUG   ] discord.http: Done sleeping for the rate limit. Retrying...
[2025-06-04 06:09:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 55, 'op': 0, 'd': {'id': '1224894058007101601', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:09:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:09:11] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:09:11] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894058007101601 with None has returned 204
[2025-06-04 06:09:11] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224894058007101601 has received 
[2025-06-04 06:09:11] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224893971021430786 with None has returned 429
[2025-06-04 06:09:11] [WARNING ] discord.http: We are being rate limited. DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1224893971021430786 responded with 429. Retrying in 0.58 seconds.
[2025-06-04 06:09:11] [DEBUG   ] discord.http: Rate limit is being handled by bucket hash 3df15bae86f6647dd4dfcbd5c6949480 with '1212210181505814640' major parameters
